seed,scenario,layout_id,split,method,fixture_type,visible_hint,estimated_fixture,action,confidence,fixture_correct,parameter_error,success,first_attempt_success,repeated_failure,force_violation,damage,path_efficiency,energy,predicted_success,calibration_brier,stress_level,prob_free,prob_clamp,prob_hinge,prob_slot,prob_suction,prob_tether,risk_budget,fixed_risk_score
7,12009,combined_fixture_stress_7_12009_suction,combined_fixture_stress,random_forest_probe_classifier,suction,hinge,suction,peel_then_translate,0.91144,1,0.23709,1,1,0,0,0,0.67629,1.93534,0.66974,0.10907,0.55,0.00037,0.02554,0.04852,0.00450,0.91144,0.00962,0.08,0.00000
7,12009,combined_fixture_stress_7_12009_suction,combined_fixture_stress,bayesian_fixture_belief,suction,hinge,suction,peel_then_translate,0.35434,1,0.29280,1,1,0,0,0,0.67072,1.93729,0.53254,0.21852,0.55,0.09900,0.12703,0.17707,0.12234,0.35434,0.12022,0.08,0.00000
7,12009,combined_fixture_stress_7_12009_suction,combined_fixture_stress,robust_impedance_planner,suction,hinge,suction,peel_then_translate,0.50361,1,0.34473,1,1,0,0,0,0.66553,1.93911,0.58935,0.16864,0.55,0.05089,0.09007,0.09460,0.15980,0.50361,0.10104,0.08,0.00000
7,12009,combined_fixture_stress_7_12009_suction,combined_fixture_stress,adaptive_probe_then_act,suction,hinge,suction,peel_then_translate,0.57605,1,0.21392,0,0,1,0,0,0.05861,2.15153,0.62019,0.38463,0.55,0.03995,0.06533,0.09055,0.15711,0.57605,0.07101,0.08,0.00000
7,12009,combined_fixture_stress_7_12009_suction,combined_fixture_stress,particle_filter_fixture,suction,hinge,suction,peel_then_translate,0.66930,1,0.28000,1,1,0,0,0,0.67200,1.93684,0.56613,0.18824,0.55,0.01568,0.08234,0.03738,0.12247,0.66930,0.07283,0.08,0.00000
7,12009,combined_fixture_stress_7_12009_suction,combined_fixture_stress,latent_fixture_inference_v5,suction,hinge,suction,peel_then_translate,0.62321,1,0.16638,1,0,0,0,0,0.68336,1.93287,0.65118,0.12167,0.55,0.03588,0.09755,0.07296,0.09453,0.62321,0.07587,0.08,0.00000
7,12010,combined_fixture_stress_7_12010_tether,combined_fixture_stress,prototype_system_id,tether,free,tether,unwind_tether,0.37894,1,0.25000,1,1,0,0,0,0.67500,2.10833,0.51458,0.23563,0.55,0.02664,0.11140,0.16047,0.15268,0.16986,0.37894,0.08,0.00000
7,12010,combined_fixture_stress_7_12010_tether,combined_fixture_stress,calibrated_prototype_system_id,tether,free,tether,unwind_tether,0.39706,1,0.25500,0,0,1,0,0,0.05450,2.32551,0.54143,0.29314,0.55,0.11764,0.08545,0.13269,0.12481,0.14236,0.39706,0.08,0.00000
7,12010,combined_fixture_stress_7_12010_tether,combined_fixture_stress,random_forest_probe_classifier,tether,free,tether,unwind_tether,0.47609,1,0.27191,1,1,0,0,0,0.67281,2.10910,0.56005,0.19356,0.55,0.00282,0.12904,0.18444,0.10609,0.10152,0.47609,0.08,0.00000
7,12010,combined_fixture_stress_7_12010_tether,combined_fixture_stress,bayesian_fixture_belief,tether,free,tether,unwind_tether,0.24476,1,0.29280,0,0,1,0,0,0.05072,2.32683,0.49682,0.24683,0.55,0.17308,0.17299,0.13142,0.13972,0.13802,0.24476,0.08,0.00000
7,12010,combined_fixture_stress_7_12010_tether,combined_fixture_stress,robust_impedance_planner,tether,free,tether,cautious_probe_pull,0.36059,1,0.36042,0,0,1,0,0,0.04396,2.32919,0.18043,0.03255,0.55,0.07620,0.12567,0.14355,0.14118,0.15280,0.36059,0.08,0.00000
7,12010,combined_fixture_stress_7_12010_tether,combined_fixture_stress,adaptive_probe_then_act,tether,free,tether,cautious_probe_pull,0.38975,1,0.22882,0,0,1,1,0,0.02570,3.02459,0.19837,0.03935,0.55,0.06383,0.09267,0.16576,0.18148,0.10652,0.38975,0.08,0.55000
7,12010,combined_fixture_stress_7_12010_tether,combined_fixture_stress,particle_filter_fixture,tether,free,tether,unwind_tether,0.38148,1,0.28000,0,0,1,0,0,0.05200,2.32638,0.49931,0.24931,0.55,0.01599,0.25108,0.11054,0.11787,0.12304,0.38148,0.08,0.00000
7,12010,combined_fixture_stress_7_12010_tether,combined_fixture_stress,latent_fixture_inference_v5,tether,free,tether,cautious_probe_pull,0.33250,1,0.18672,0,0,1,1,0,0.02760,3.02312,0.21294,0.04534,0.55,0.06086,0.28685,0.09804,0.11202,0.10975,0.33250,0.08,0.55000
7,12011,combined_fixture_stress_7_12011_free,combined_fixture_stress,prototype_system_id,free,clamp,free,direct_translate,0.84028,1,0.25000,0,1,0,1,0,0.35775,2.68573,0.73833,0.06847,0.55,0.84028,0.00525,0.03249,0.06219,0.02651,0.03329,0.08,0.55000
7,12011,combined_fixture_stress_7_12011_free,combined_fixture_stress,calibrated_prototype_system_id,free,clamp,free,direct_translate,0.79784,1,0.25500,0,1,0,0,1,0.35752,1.98591,0.75604,0.05952,0.55,0.79784,0.10754,0.02069,0.03461,0.01830,0.02102,0.08,0.45000
7,12011,combined_fixture_stress_7_12011_free,combined_fixture_stress,random_forest_probe_classifier,free,clamp,free,direct_translate,0.76660,1,0.24867,0,1,0,0,1,0.35781,1.98569,0.76015,0.05753,0.55,0.76660,0.09263,0.03287,0.04235,0.03522,0.03033,0.08,0.45000
7,12011,combined_fixture_stress_7_12011_free,combined_fixture_stress,bayesian_fixture_belief,free,clamp,free,direct_translate,0.27140,1,0.29280,1,1,0,0,0,0.79072,1.98723,0.62092,0.14370,0.55,0.27140,0.19858,0.12966,0.14326,0.12773,0.12936,0.08,0.00000
7,12011,combined_fixture_stress_7_12011_free,combined_fixture_stress,robust_impedance_planner,free,clamp,free,direct_translate,0.66870,1,0.35309,1,1,0,0,0,0.78469,1.98934,0.73665,0.06935,0.55,0.66870,0.07660,0.05989,0.07791,0.05681,0.06009,0.08,0.00000
7,12011,combined_fixture_stress_7_12011_free,combined_fixture_stress,adaptive_probe_then_act,free,clamp,free,direct_translate,0.72830,1,0.20174,1,1,0,0,0,0.79983,1.98405,0.77367,0.05122,0.55,0.72830,0.06793,0.04864,0.05956,0.04690,0.04868,0.08,0.00000
7,12011,combined_fixture_stress_7_12011_free,combined_fixture_stress,particle_filter_fixture,free,clamp,free,direct_translate,0.59421,1,0.28000,1,1,0,0,0,0.79200,1.98678,0.66824,0.11006,0.55,0.59421,0.13687,0.06082,0.08906,0.06156,0.05747,0.08,0.00000
7,12011,combined_fixture_stress_7_12011_free,combined_fixture_stress,latent_fixture_inference_v5,free,clamp,free,cautious_probe_pull,0.38198,1,0.18326,0,1,0,1,1,0.30675,2.72540,0.44897,0.30363,0.55,0.38198,0.20959,0.09634,0.12125,0.09856,0.09228,0.08,1.00000
7,12012,combined_fixture_stress_7_12012_clamp,combined_fixture_stress,prototype_system_id,clamp,unknown,suction,peel_then_translate,0.37902,0,0.82000,0,0,1,1,1,0.00000,2.82100,0.01652,0.00027,0.55,0.00760,0.33336,0.07281,0.04350,0.37902,0.16371,0.08,1.00000
7,12012,combined_fixture_stress_7_12012_clamp,combined_fixture_stress,calibrated_prototype_system_id,clamp,unknown,suction,peel_then_translate,0.38633,0,0.74000,0,0,1,1,1,0.00270,2.81890,0.01656,0.00027,0.55,0.02856,0.32943,0.06600,0.04638,0.38633,0.14329,0.08,1.00000
7,12012,combined_fixture_stress_7_12012_clamp,combined_fixture_stress,random_forest_probe_classifier,clamp,unknown,clamp,release_clamp_pull,0.50892,1,0.26929,1,1,0,0,0,0.79307,1.84342,0.57538,0.18030,0.55,0.00030,0.50892,0.00271,0.00186,0.45629,0.02991,0.08,0.00000
7,12012,combined_fixture_stress_7_12012_clamp,combined_fixture_stress,bayesian_fixture_belief,clamp,unknown,suction,peel_then_translate,0.31897,0,0.79000,0,1,0,1,1,0.27945,2.60365,0.01619,0.96789,0.55,0.10433,0.19353,0.11478,0.11020,0.31897,0.15819,0.08,1.00000
7,12012,combined_fixture_stress_7_12012_clamp,combined_fixture_stress,robust_impedance_planner,clamp,unknown,suction,cautious_probe_pull,0.37681,0,0.86000,0,0,1,0,1,0.00000,2.12100,0.01651,0.00027,0.55,0.04180,0.29202,0.07765,0.06001,0.37681,0.15172,0.08,0.45000
7,12012,combined_fixture_stress_7_12012_clamp,combined_fixture_stress,adaptive_probe_then_act,clamp,unknown,clamp,cautious_probe_pull,0.38389,1,0.22929,1,0,0,0,0,0.67707,1.88402,0.12339,0.76845,0.55,0.03635,0.38389,0.10623,0.04640,0.32057,0.10656,0.08,0.00000
7,12012,combined_fixture_stress_7_12012_clamp,combined_fixture_stress,particle_filter_fixture,clamp,unknown,suction,peel_then_translate,0.53519,0,0.78000,0,0,1,1,1,0.00090,2.82030,0.01740,0.00030,0.55,0.00307,0.25959,0.04091,0.02304,0.53519,0.13821,0.08,1.00000
7,12012,combined_fixture_stress_7_12012_clamp,combined_fixture_stress,latent_fixture_inference_v5,clamp,unknown,suction,peel_then_translate,0.52746,0,0.66000,0,0,1,1,0,0.00630,2.81610,0.01735,0.00030,0.55,0.03259,0.20610,0.05356,0.04378,0.52746,0.13650,0.08,0.55000
7,12013,combined_fixture_stress_7_12013_hinge,combined_fixture_stress,prototype_system_id,hinge,unknown,hinge,pivot_rotate,0.74402,1,0.25000,0,0,1,0,0,0.17500,2.20037,0.61539,0.37870,0.55,0.01866,0.03350,0.74402,0.06640,0.03432,0.10310,0.08,0.00000
7,12013,combined_fixture_stress_7_12013_hinge,combined_fixture_stress,calibrated_prototype_system_id,hinge,unknown,hinge,pivot_rotate,0.75803,1,0.25500,1,0,0,0,0,0.79450,1.98354,0.64456,0.12634,0.55,0.03188,0.03809,0.75803,0.05527,0.03847,0.07827,0.08,0.00000
7,12013,combined_fixture_stress_7_12013_hinge,combined_fixture_stress,random_forest_probe_classifier,hinge,unknown,hinge,pivot_rotate,0.78334,1,0.24733,1,1,0,0,0,0.79527,1.98327,0.66101,0.11491,0.55,0.00401,0.13418,0.78334,0.03971,0.02605,0.01271,0.08,0.00000
7,12013,combined_fixture_stress_7_12013_hinge,combined_fixture_stress,bayesian_fixture_belief,hinge,unknown,hinge,pivot_rotate,0.30534,1,0.29280,1,1,0,0,0,0.79072,1.98486,0.53973,0.21185,0.55,0.11985,0.15009,0.30534,0.14879,0.13264,0.14329,0.08,0.00000
7,12013,combined_fixture_stress_7_12013_hinge,combined_fixture_stress,robust_impedance_planner,hinge,unknown,hinge,pivot_rotate,0.63338,1,0.35287,1,1,0,0,0,0.78471,1.98697,0.62997,0.13692,0.55,0.05126,0.06873,0.63338,0.08353,0.06245,0.10066,0.08,0.00000
7,12013,combined_fixture_stress_7_12013_hinge,combined_fixture_stress,adaptive_probe_then_act,hinge,unknown,hinge,pivot_rotate,0.68166,1,0.20547,1,1,0,0,0,0.79945,1.98181,0.66152,0.11457,0.55,0.04312,0.05622,0.68166,0.06354,0.05045,0.10501,0.08,0.00000
7,12013,combined_fixture_stress_7_12013_hinge,combined_fixture_stress,particle_filter_fixture,hinge,unknown,hinge,pivot_rotate,0.56677,1,0.28000,1,1,0,0,0,0.79200,1.98442,0.56579,0.18854,0.55,0.01285,0.20992,0.56677,0.08863,0.05229,0.06954,0.08,0.00000
7,12013,combined_fixture_stress_7_12013_hinge,combined_fixture_stress,latent_fixture_inference_v5,hinge,unknown,hinge,cautious_probe_pull,0.39818,1,0.18213,0,1,0,1,0,0.30681,2.72299,0.08586,0.83565,0.55,0.04472,0.26660,0.39818,0.12024,0.08685,0.08342,0.08,0.55000
7,12014,combined_fixture_stress_7_12014_slot,combined_fixture_stress,prototype_system_id,slot,unknown,slot,follow_slot_axis,0.76561,1,0.25000,0,0,1,0,0,0.17500,2.25044,0.64743,0.41916,0.55,0.03620,0.01452,0.07081,0.76561,0.05738,0.05547,0.08,0.00000
7,12014,combined_fixture_stress_7_12014_slot,combined_fixture_stress,calibrated_prototype_system_id,slot,unknown,slot,follow_slot_axis,0.77459,1,0.25500,1,1,0,0,0,0.79450,2.03362,0.67587,0.10506,0.55,0.03914,0.03033,0.05735,0.77459,0.04981,0.04878,0.08,0.00000
7,12014,combined_fixture_stress_7_12014_slot,combined_fixture_stress,random_forest_probe_classifier,slot,unknown,slot,follow_slot_axis,0.77383,1,0.24809,0,1,0,1,0,0.35784,2.73338,0.68702,0.09796,0.55,0.00127,0.20558,0.00632,0.77383,0.00893,0.00409,0.08,0.55000
7,12014,combined_fixture_stress_7_12014_slot,combined_fixture_stress,bayesian_fixture_belief,slot,unknown,slot,follow_slot_axis,0.30930,1,0.29280,0,0,1,1,1,0.07682,2.95194,0.56467,0.31885,0.55,0.12798,0.14785,0.14004,0.30930,0.14004,0.13479,0.08,1.00000
7,12014,combined_fixture_stress_7_12014_slot,combined_fixture_stress,robust_impedance_planner,slot,unknown,slot,follow_slot_axis,0.64793,1,0.35743,1,1,0,0,0,0.78426,2.03720,0.65864,0.11652,0.55,0.06136,0.06035,0.08212,0.64793,0.07557,0.07267,0.08,0.00000
7,12014,combined_fixture_stress_7_12014_slot,combined_fixture_stress,adaptive_probe_then_act,slot,unknown,slot,follow_slot_axis,0.69050,1,0.20476,0,0,1,0,0,0.17952,2.24886,0.69092,0.47736,0.55,0.08210,0.05194,0.06151,0.69050,0.05810,0.05585,0.08,0.00000
7,12014,combined_fixture_stress_7_12014_slot,combined_fixture_stress,particle_filter_fixture,slot,unknown,slot,follow_slot_axis,0.56620,1,0.28000,1,1,0,0,0,0.79200,2.03449,0.59205,0.16643,0.55,0.01687,0.30563,0.04197,0.56620,0.03869,0.03063,0.08,0.00000
7,12014,combined_fixture_stress_7_12014_slot,combined_fixture_stress,latent_fixture_inference_v5,slot,unknown,slot,cautious_probe_pull,0.38981,1,0.18271,0,0,0,1,1,0.30678,2.77309,0.28447,0.51199,0.55,0.04570,0.37807,0.06449,0.38981,0.06585,0.05607,0.08,1.00000
7,12015,combined_fixture_stress_7_12015_suction,combined_fixture_stress,prototype_system_id,suction,unknown,suction,peel_then_translate,0.46035,1,0.25000,1,1,0,0,0,0.67500,1.87761,0.54576,0.20634,0.55,0.01223,0.23519,0.07262,0.04796,0.46035,0.17164,0.08,0.00000
7,12015,combined_fixture_stress_7_12015_suction,combined_fixture_stress,calibrated_prototype_system_id,suction,unknown,suction,peel_then_translate,0.49019,1,0.25500,1,1,0,0,0,0.67450,1.87779,0.57556,0.18015,0.55,0.03023,0.21495,0.06559,0.04897,0.49019,0.15006,0.08,0.00000
7,12015,combined_fixture_stress_7_12015_suction,combined_fixture_stress,random_forest_probe_classifier,suction,unknown,suction,peel_then_translate,0.79124,1,0.24670,0,0,1,0,0,0.05533,2.09450,0.64391,0.41462,0.55,0.00035,0.01949,0.00406,0.00190,0.79124,0.18297,0.08,0.00000
7,12015,combined_fixture_stress_7_12015_suction,combined_fixture_stress,bayesian_fixture_belief,suction,unknown,suction,peel_then_translate,0.36623,1,0.29280,1,1,0,0,0,0.67072,1.87911,0.53470,0.21650,0.55,0.10511,0.16262,0.11721,0.11105,0.36623,0.13778,0.08,0.00000
7,12015,combined_fixture_stress_7_12015_suction,combined_fixture_stress,robust_impedance_planner,suction,unknown,suction,cautious_probe_pull,0.46224,1,0.33944,0,0,1,0,0,0.04606,2.09774,0.15805,0.02498,0.55,0.04377,0.20397,0.07835,0.06256,0.46224,0.14910,0.08,0.00000
7,12015,combined_fixture_stress_7_12015_suction,combined_fixture_stress,adaptive_probe_then_act,suction,unknown,suction,peel_then_translate,0.59766,1,0.21219,1,1,0,0,0,0.67878,1.87629,0.62491,0.14069,0.55,0.03737,0.14048,0.05748,0.04787,0.59766,0.11915,0.08,0.00000
7,12015,combined_fixture_stress_7_12015_suction,combined_fixture_stress,particle_filter_fixture,suction,unknown,suction,peel_then_translate,0.64205,1,0.28000,0,0,1,0,0,0.05200,2.09566,0.56137,0.31513,0.55,0.00513,0.17199,0.04270,0.02548,0.64205,0.11265,0.08,0.00000
7,12015,combined_fixture_stress_7_12015_suction,combined_fixture_stress,latent_fixture_inference_v5,suction,unknown,suction,peel_then_translate,0.62210,1,0.16645,1,0,0,0,0,0.68335,1.87469,0.65094,0.12185,0.55,0.03362,0.14410,0.05636,0.04506,0.62210,0.09876,0.08,0.00000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,prototype_system_id,tether,unknown,tether,unwind_tether,0.43259,1,0.25000,0,0,1,0,0,0.05500,2.27800,0.52394,0.27451,0.55,0.08674,0.10920,0.06629,0.14029,0.16488,0.43259,0.12,0.00000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,calibrated_prototype_system_id,tether,unknown,tether,unwind_tether,0.48088,1,0.25500,0,0,1,0,0,0.05450,2.27817,0.55672,0.30993,0.55,0.07928,0.09833,0.06335,0.12695,0.15121,0.48088,0.12,0.00000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,random_forest_probe_classifier,tether,unknown,tether,unwind_tether,0.57351,1,0.26412,0,0,1,0,1,0.02412,2.27849,0.58001,0.33641,0.55,0.04535,0.12752,0.01069,0.18410,0.05883,0.57351,0.12,0.45000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,bayesian_fixture_belief,tether,unknown,tether,unwind_tether,0.28691,1,0.29280,1,1,0,0,0,0.67072,2.06249,0.50426,0.24576,0.55,0.11676,0.18459,0.12524,0.13782,0.14868,0.28691,0.12,0.00000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,robust_impedance_planner,tether,unknown,tether,cautious_probe_pull,0.42100,1,0.35611,0,0,1,1,0,0.01998,2.98171,0.18523,0.03431,0.55,0.08814,0.12814,0.07910,0.13115,0.15247,0.42100,0.12,0.55000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,adaptive_probe_then_act,tether,unknown,tether,unwind_tether,0.48416,1,0.22127,1,1,0,0,0,0.67787,2.05999,0.58308,0.17382,0.55,0.07998,0.09519,0.05919,0.17456,0.10691,0.48416,0.12,0.00000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,particle_filter_fixture,tether,unknown,tether,unwind_tether,0.43788,1,0.28000,1,1,0,0,0,0.67200,2.06205,0.50885,0.24123,0.55,0.04918,0.24711,0.04967,0.09587,0.12029,0.43788,0.12,0.00000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,latent_fixture_inference_v5,tether,unknown,tether,cautious_probe_pull,0.38259,1,0.18322,0,0,0,0,1,0.30676,2.05866,0.21748,0.61234,0.55,0.05715,0.28695,0.06851,0.09258,0.11221,0.38259,0.12,0.45000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,prototype_system_id,free,unknown,free,direct_translate,0.71151,1,0.25000,0,1,0,0,1,0.35775,2.08925,0.71047,0.08383,0.55,0.71151,0.00943,0.05212,0.13288,0.05113,0.04293,0.12,0.45000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,calibrated_prototype_system_id,free,unknown,free,direct_translate,0.73213,1,0.25500,1,1,0,0,0,0.79450,2.08942,0.74129,0.06693,0.55,0.73213,0.02880,0.04784,0.10095,0.04730,0.04298,0.12,0.00000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,random_forest_probe_classifier,free,unknown,free,direct_translate,0.76971,1,0.24842,1,1,0,0,0,0.79516,2.08919,0.76093,0.05716,0.55,0.76971,0.04026,0.03236,0.09169,0.03462,0.03137,0.12,0.00000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,bayesian_fixture_belief,free,unknown,free,direct_translate,0.27054,1,0.29280,0,1,0,1,0,0.35582,2.79075,0.62073,0.14384,0.55,0.27054,0.12199,0.13964,0.19178,0.14004,0.13600,0.12,0.55000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,robust_impedance_planner,free,unknown,free,direct_translate,0.59998,1,0.36250,0,1,0,0,1,0.35269,2.09319,0.71852,0.07923,0.55,0.59998,0.04888,0.07344,0.13683,0.07312,0.06775,0.12,0.45000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,adaptive_probe_then_act,free,unknown,free,direct_translate,0.64164,1,0.20867,1,1,0,0,0,0.79913,2.08780,0.75149,0.06176,0.55,0.64164,0.04246,0.05707,0.14822,0.05696,0.05364,0.12,0.00000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,particle_filter_fixture,free,unknown,free,direct_translate,0.52638,1,0.28000,0,1,0,0,1,0.35640,2.09030,0.65392,0.11977,0.55,0.52638,0.06200,0.07063,0.20310,0.07342,0.06448,0.12,0.45000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,latent_fixture_inference_v5,free,unknown,free,cautious_probe_pull,0.35670,1,0.18503,0,1,0,0,1,0.30668,2.12898,0.44469,0.30837,0.55,0.35670,0.10258,0.10275,0.23347,0.10631,0.09820,0.12,0.45000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,prototype_system_id,clamp,unknown,suction,peel_then_translate,0.35011,0,0.82000,0,0,1,0,0,0.00000,2.32792,0.01636,0.00027,0.55,0.00966,0.27316,0.05641,0.09929,0.35011,0.21136,0.12,0.00000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,calibrated_prototype_system_id,clamp,unknown,suction,peel_then_translate,0.36215,0,0.74000,0,0,1,1,1,0.00270,3.02582,0.01643,0.00027,0.55,0.02938,0.26715,0.05565,0.08854,0.36215,0.19713,0.12,1.00000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,random_forest_probe_classifier,clamp,unknown,suction,peel_then_translate,0.55054,0,0.80000,0,0,1,1,0,0.00000,3.02792,0.01748,0.00031,0.55,0.00033,0.23817,0.04763,0.00706,0.55054,0.15627,0.12,0.55000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,bayesian_fixture_belief,clamp,unknown,suction,peel_then_translate,0.26288,0,0.79000,0,0,1,1,0,0.00045,3.02757,0.01587,0.00025,0.55,0.10221,0.20751,0.11233,0.12197,0.26288,0.19310,0.12,0.55000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,robust_impedance_planner,clamp,unknown,suction,cautious_probe_pull,0.33725,0,0.86000,0,0,1,0,1,0.00000,2.32792,0.01629,0.00027,0.55,0.04179,0.25410,0.06818,0.09722,0.33725,0.20146,0.12,0.45000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,adaptive_probe_then_act,clamp,unknown,suction,cautious_probe_pull,0.35641,0,0.70000,0,0,1,1,0,0.00450,3.02442,0.01640,0.00027,0.55,0.03600,0.31108,0.06779,0.06947,0.35641,0.15925,0.12,0.55000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,particle_filter_fixture,clamp,unknown,suction,peel_then_translate,0.40023,0,0.78000,0,0,1,1,1,0.00090,3.02722,0.01664,0.00028,0.55,0.00404,0.26743,0.03393,0.06410,0.40023,0.23027,0.12,1.00000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,latent_fixture_inference_v5,clamp,unknown,suction,cautious_probe_pull,0.37349,0,0.66000,0,0,1,1,0,0.00630,3.02302,0.02465,0.00061,0.55,0.03234,0.24515,0.05134,0.07034,0.37349,0.22734,0.12,0.55000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,prototype_system_id,hinge,unknown,hinge,pivot_rotate,0.73230,1,0.25000,0,1,0,1,0,0.35775,2.59436,0.61321,0.14960,0.55,0.02367,0.03497,0.73230,0.07802,0.03712,0.09391,0.12,0.55000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,calibrated_prototype_system_id,hinge,unknown,hinge,pivot_rotate,0.75179,1,0.25500,0,1,0,1,1,0.35752,2.59453,0.64335,0.12720,0.55,0.03393,0.03892,0.75179,0.06263,0.03994,0.07278,0.12,1.00000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,random_forest_probe_classifier,hinge,unknown,hinge,pivot_rotate,0.78872,1,0.24690,0,0,1,0,0,0.17531,2.11125,0.66219,0.43850,0.55,0.00402,0.11478,0.78872,0.05718,0.02377,0.01153,0.12,0.00000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,bayesian_fixture_belief,hinge,unknown,hinge,pivot_rotate,0.30853,1,0.29280,1,1,0,0,0,0.79072,1.89585,0.54033,0.21130,0.55,0.11891,0.14659,0.30853,0.15685,0.13087,0.13824,0.12,0.00000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,robust_impedance_planner,hinge,unknown,hinge,pivot_rotate,0.62900,1,0.34478,1,1,0,0,0,0.78552,1.89767,0.63128,0.13595,0.55,0.05290,0.06814,0.62900,0.09275,0.06310,0.09411,0.12,0.00000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,adaptive_probe_then_act,hinge,unknown,hinge,pivot_rotate,0.69639,1,0.20429,1,1,0,0,0,0.79957,1.89276,0.66484,0.11233,0.55,0.04373,0.05540,0.69639,0.06961,0.05052,0.08435,0.12,0.00000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,particle_filter_fixture,hinge,unknown,hinge,pivot_rotate,0.56850,1,0.28000,1,1,0,0,0,0.79200,1.89541,0.56610,0.18827,0.55,0.01516,0.18237,0.56850,0.12069,0.05041,0.06286,0.12,0.00000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,latent_fixture_inference_v5,hinge,unknown,hinge,cautious_probe_pull,0.40539,1,0.18162,0,0,1,1,0,0.02783,2.85096,0.08620,0.00743,0.55,0.04530,0.23454,0.40539,0.15359,0.08321,0.07796,0.12,0.55000
0,12016,combined_fixture_stress_0_12016_slot,combined_fixture_stress,prototype_system_id,slot,unknown,slot,follow_slot_axis,0.46937,1,0.25000,0,0,1,0,0,0.17500,2.09336,0.58995,0.34804,0.55,0.02745,0.04447,0.26159,0.46937,0.08041,0.11670,0.12,0.00000
0,12016,combined_fixture_stress_0_12016_slot,combined_fixture_stress,calibrated_prototype_system_id,slot,unknown,slot,follow_slot_axis,0.50140,1,0.25500,0,0,1,0,0,0.17450,2.09354,0.62069,0.38525,0.55,0.03720,0.04678,0.24337,0.50140,0.07119,0.10006,0.12,0.00000
0,12016,combined_fixture_stress_0_12016_slot,combined_fixture_stress,random_forest_probe_classifier,slot,unknown,slot,follow_slot_axis,0.48880,1,0.27090,1,1,0,0,0,0.79291,1.87710,0.62262,0.14241,0.55,0.00129,0.22463,0.27053,0.48880,0.01017,0.00458,0.12,0.00000
0,12016,combined_fixture_stress_0_12016_slot,combined_fixture_stress,bayesian_fixture_belief,slot,unknown,slot,follow_slot_axis,0.20985,1,0.29280,1,1,0,0,0,0.79072,1.87786,0.54518,0.20686,0.55,0.12877,0.18557,0.17947,0.20985,0.14913,0.14722,0.12,0.00000
0,12016,combined_fixture_stress_0_12016_slot,combined_fixture_stress,robust_impedance_planner,slot,unknown,slot,cautious_probe_pull,0.41042,1,0.34315,0,0,1,1,0,0.02056,2.83863,0.25461,0.06483,0.55,0.05922,0.08907,0.23004,0.41042,0.09495,0.11629,0.12,0.55000
0,12016,combined_fixture_stress_0_12016_slot,combined_fixture_stress,adaptive_probe_then_act,slot,unknown,slot,follow_slot_axis,0.45077,1,0.22394,0,0,1,0,0,0.17761,2.09245,0.63527,0.40357,0.55,0.06503,0.07221,0.25786,0.45077,0.07086,0.08327,0.12,0.00000
0,12016,combined_fixture_stress_0_12016_slot,combined_fixture_stress,particle_filter_fixture,slot,unknown,clamp,release_clamp_pull,0.34912,0,0.78000,0,0,1,1,0,0.05490,2.81191,0.01636,0.00027,0.55,0.01376,0.34912,0.17614,0.33433,0.05623,0.07042,0.12,0.55000
