seed,scenario,layout_id,split,method,fixture_type,visible_hint,estimated_fixture,action,confidence,fixture_correct,parameter_error,success,first_attempt_success,repeated_failure,force_violation,damage,path_efficiency,energy,predicted_success,calibration_brier,stress_level,prob_free,prob_clamp,prob_hinge,prob_slot,prob_suction,prob_tether,risk_budget,fixed_risk_score
0,12009,combined_fixture_stress_0_12009_hinge,combined_fixture_stress,random_forest_probe_classifier,hinge,unknown,hinge,pivot_rotate,0.78969,1,0.24683,1,1,0,0,0,0.79532,2.04890,0.66240,0.11397,0.55,0.00287,0.13625,0.78969,0.03914,0.02219,0.00986,0.08,0.00000
0,12009,combined_fixture_stress_0_12009_hinge,combined_fixture_stress,bayesian_fixture_belief,hinge,unknown,hinge,pivot_rotate,0.30984,1,0.29280,1,1,0,0,0,0.79072,2.05051,0.54058,0.21107,0.55,0.11599,0.15376,0.30984,0.15012,0.13220,0.13810,0.08,0.00000
0,12009,combined_fixture_stress_0_12009_hinge,combined_fixture_stress,robust_impedance_planner,hinge,unknown,hinge,pivot_rotate,0.62593,1,0.35884,0,0,1,0,0,0.16412,2.26982,0.62690,0.39301,0.55,0.04710,0.07361,0.62593,0.08950,0.06586,0.09801,0.08,0.00000
0,12009,combined_fixture_stress_0_12009_hinge,combined_fixture_stress,adaptive_probe_then_act,hinge,unknown,hinge,pivot_rotate,0.69460,1,0.20443,1,1,0,0,0,0.79956,2.04742,0.66444,0.11260,0.55,0.04063,0.05920,0.69460,0.06697,0.05209,0.08650,0.08,0.00000
0,12009,combined_fixture_stress_0_12009_hinge,combined_fixture_stress,particle_filter_fixture,hinge,unknown,hinge,pivot_rotate,0.56649,1,0.28000,1,1,0,0,0,0.79200,2.05006,0.56574,0.18858,0.55,0.00797,0.21681,0.56649,0.09358,0.05060,0.06455,0.08,0.00000
0,12009,combined_fixture_stress_0_12009_hinge,combined_fixture_stress,latent_fixture_inference_v5,hinge,unknown,hinge,cautious_probe_pull,0.40572,1,0.18160,0,0,1,0,1,0.02783,2.30562,0.08621,0.00743,0.55,0.04059,0.27256,0.40572,0.12212,0.08203,0.07698,0.08,0.45000
0,12010,combined_fixture_stress_0_12010_slot,combined_fixture_stress,prototype_system_id,slot,unknown,slot,follow_slot_axis,0.44474,1,0.25000,1,0,0,0,0,0.79500,1.93108,0.58517,0.17208,0.55,0.05940,0.03998,0.27547,0.44474,0.07866,0.10175,0.08,0.00000
0,12010,combined_fixture_stress_0_12010_slot,combined_fixture_stress,calibrated_prototype_system_id,slot,unknown,slot,follow_slot_axis,0.47616,1,0.25500,0,0,1,0,0,0.17450,2.14825,0.61559,0.37895,0.55,0.05685,0.04442,0.26308,0.47616,0.07067,0.08882,0.08,0.00000
0,12010,combined_fixture_stress_0_12010_slot,combined_fixture_stress,random_forest_probe_classifier,slot,unknown,hinge,pivot_rotate,0.39828,0,0.80000,0,0,1,1,1,0.05400,2.86733,0.01663,0.00028,0.55,0.00126,0.22184,0.39828,0.36486,0.00950,0.00426,0.08,1.00000
0,12010,combined_fixture_stress_0_12010_slot,combined_fixture_stress,bayesian_fixture_belief,slot,unknown,slot,follow_slot_axis,0.22525,1,0.29280,0,1,0,0,1,0.35582,1.93257,0.54820,0.20413,0.55,0.13138,0.17997,0.17266,0.22525,0.14717,0.14357,0.08,0.45000
0,12010,combined_fixture_stress_0_12010_slot,combined_fixture_stress,robust_impedance_planner,slot,unknown,slot,cautious_probe_pull,0.39871,1,0.34812,0,1,0,1,1,0.29934,2.67651,0.25237,0.55895,0.55,0.07666,0.08487,0.23997,0.39871,0.09361,0.10617,0.08,1.00000
0,12010,combined_fixture_stress_0_12010_slot,combined_fixture_stress,adaptive_probe_then_act,slot,unknown,slot,follow_slot_axis,0.49399,1,0.22048,0,0,1,0,0,0.17795,2.14704,0.64524,0.41634,0.55,0.07481,0.06924,0.21506,0.49399,0.06996,0.07695,0.08,0.00000
0,12010,combined_fixture_stress_0_12010_slot,combined_fixture_stress,particle_filter_fixture,slot,unknown,clamp,release_clamp_pull,0.34277,0,0.78000,0,0,1,1,0,0.05490,2.86663,0.01632,0.00027,0.55,0.03119,0.34277,0.18345,0.32704,0.05454,0.06101,0.08,0.55000
0,12010,combined_fixture_stress_0_12010_slot,combined_fixture_stress,latent_fixture_inference_v5,slot,unknown,clamp,cautious_probe_pull,0.41934,0,0.66000,0,1,0,1,1,0.28530,2.68743,0.16740,0.69322,0.55,0.05296,0.41934,0.14128,0.23797,0.07588,0.07257,0.08,1.00000
0,12011,combined_fixture_stress_0_12011_suction,combined_fixture_stress,prototype_system_id,suction,unknown,suction,peel_then_translate,0.43298,1,0.25000,1,1,0,0,0,0.67500,1.98100,0.54083,0.21084,0.55,0.00442,0.29898,0.07697,0.07872,0.43298,0.10793,0.08,0.00000
0,12011,combined_fixture_stress_0_12011_suction,combined_fixture_stress,calibrated_prototype_system_id,suction,unknown,suction,peel_then_translate,0.45396,1,0.25500,0,0,1,0,0,0.05450,2.19818,0.56875,0.32347,0.55,0.02758,0.28667,0.06878,0.07007,0.45396,0.09295,0.08,0.00000
0,12011,combined_fixture_stress_0_12011_suction,combined_fixture_stress,random_forest_probe_classifier,suction,unknown,suction,peel_then_translate,0.79259,1,0.24659,1,1,0,0,0,0.67534,1.98089,0.64420,0.12659,0.55,0.00028,0.14709,0.04590,0.00772,0.79259,0.00641,0.08,0.00000
0,12011,combined_fixture_stress_0_12011_suction,combined_fixture_stress,bayesian_fixture_belief,suction,unknown,suction,peel_then_translate,0.35897,1,0.29280,0,0,1,0,0,0.05072,2.19950,0.53338,0.28450,0.55,0.10526,0.17010,0.11591,0.12347,0.35897,0.12629,0.08,0.00000
0,12011,combined_fixture_stress_0_12011_suction,combined_fixture_stress,robust_impedance_planner,suction,unknown,suction,cautious_probe_pull,0.43617,1,0.34884,0,0,1,0,1,0.02030,2.20146,0.15432,0.02381,0.55,0.04110,0.25528,0.08035,0.08423,0.43617,0.10287,0.08,0.45000
0,12011,combined_fixture_stress_0_12011_suction,combined_fixture_stress,adaptive_probe_then_act,suction,unknown,suction,peel_then_translate,0.52941,1,0.21765,1,1,0,0,0,0.67824,1.97987,0.61003,0.15208,0.55,0.03622,0.22486,0.05848,0.07810,0.52941,0.07294,0.08,0.00000
0,12011,combined_fixture_stress_0_12011_suction,combined_fixture_stress,particle_filter_fixture,suction,unknown,suction,peel_then_translate,0.62256,1,0.28000,0,1,0,1,0,0.30240,2.68205,0.55796,0.19540,0.55,0.00179,0.21365,0.04281,0.05164,0.62256,0.06755,0.08,0.55000
0,12011,combined_fixture_stress_0_12011_suction,combined_fixture_stress,latent_fixture_inference_v5,suction,unknown,suction,peel_then_translate,0.61122,1,0.16721,1,1,0,0,0,0.68328,1.97811,0.64851,0.12354,0.55,0.03241,0.16397,0.05438,0.06571,0.61122,0.07231,0.08,0.00000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,prototype_system_id,tether,unknown,tether,unwind_tether,0.43259,1,0.25000,0,0,1,0,0,0.05500,2.27800,0.52394,0.27451,0.55,0.08674,0.10920,0.06629,0.14029,0.16488,0.43259,0.08,0.00000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,calibrated_prototype_system_id,tether,unknown,tether,unwind_tether,0.48088,1,0.25500,0,0,1,0,0,0.05450,2.27817,0.55672,0.30993,0.55,0.07928,0.09833,0.06335,0.12695,0.15121,0.48088,0.08,0.00000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,random_forest_probe_classifier,tether,unknown,tether,unwind_tether,0.57351,1,0.26412,0,0,1,0,1,0.02412,2.27849,0.58001,0.33641,0.55,0.04535,0.12752,0.01069,0.18410,0.05883,0.57351,0.08,0.45000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,bayesian_fixture_belief,tether,unknown,tether,unwind_tether,0.28691,1,0.29280,1,1,0,0,0,0.67072,2.06249,0.50426,0.24576,0.55,0.11676,0.18459,0.12524,0.13782,0.14868,0.28691,0.08,0.00000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,robust_impedance_planner,tether,unknown,tether,cautious_probe_pull,0.42100,1,0.35611,0,0,1,1,0,0.01998,2.98171,0.18523,0.03431,0.55,0.08814,0.12814,0.07910,0.13115,0.15247,0.42100,0.08,0.55000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,adaptive_probe_then_act,tether,unknown,tether,unwind_tether,0.48416,1,0.22127,1,1,0,0,0,0.67787,2.05999,0.58308,0.17382,0.55,0.07998,0.09519,0.05919,0.17456,0.10691,0.48416,0.08,0.00000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,particle_filter_fixture,tether,unknown,tether,unwind_tether,0.43788,1,0.28000,1,1,0,0,0,0.67200,2.06205,0.50885,0.24123,0.55,0.04918,0.24711,0.04967,0.09587,0.12029,0.43788,0.08,0.00000
0,12012,combined_fixture_stress_0_12012_tether,combined_fixture_stress,latent_fixture_inference_v5,tether,unknown,tether,cautious_probe_pull,0.38259,1,0.18322,0,0,0,0,1,0.30676,2.05866,0.21748,0.61234,0.55,0.05715,0.28695,0.06851,0.09258,0.11221,0.38259,0.08,0.45000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,prototype_system_id,free,unknown,free,direct_translate,0.71151,1,0.25000,0,1,0,0,1,0.35775,2.08925,0.71047,0.08383,0.55,0.71151,0.00943,0.05212,0.13288,0.05113,0.04293,0.08,0.45000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,calibrated_prototype_system_id,free,unknown,free,direct_translate,0.73213,1,0.25500,1,1,0,0,0,0.79450,2.08942,0.74129,0.06693,0.55,0.73213,0.02880,0.04784,0.10095,0.04730,0.04298,0.08,0.00000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,random_forest_probe_classifier,free,unknown,free,direct_translate,0.76971,1,0.24842,1,1,0,0,0,0.79516,2.08919,0.76093,0.05716,0.55,0.76971,0.04026,0.03236,0.09169,0.03462,0.03137,0.08,0.00000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,bayesian_fixture_belief,free,unknown,free,direct_translate,0.27054,1,0.29280,0,1,0,1,0,0.35582,2.79075,0.62073,0.14384,0.55,0.27054,0.12199,0.13964,0.19178,0.14004,0.13600,0.08,0.55000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,robust_impedance_planner,free,unknown,free,direct_translate,0.59998,1,0.36250,0,1,0,0,1,0.35269,2.09319,0.71852,0.07923,0.55,0.59998,0.04888,0.07344,0.13683,0.07312,0.06775,0.08,0.45000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,adaptive_probe_then_act,free,unknown,free,direct_translate,0.64164,1,0.20867,1,1,0,0,0,0.79913,2.08780,0.75149,0.06176,0.55,0.64164,0.04246,0.05707,0.14822,0.05696,0.05364,0.08,0.00000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,particle_filter_fixture,free,unknown,free,direct_translate,0.52638,1,0.28000,0,1,0,0,1,0.35640,2.09030,0.65392,0.11977,0.55,0.52638,0.06200,0.07063,0.20310,0.07342,0.06448,0.08,0.45000
0,12013,combined_fixture_stress_0_12013_free,combined_fixture_stress,latent_fixture_inference_v5,free,unknown,free,cautious_probe_pull,0.35670,1,0.18503,0,1,0,0,1,0.30668,2.12898,0.44469,0.30837,0.55,0.35670,0.10258,0.10275,0.23347,0.10631,0.09820,0.08,0.45000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,prototype_system_id,clamp,unknown,suction,peel_then_translate,0.35011,0,0.82000,0,0,1,0,0,0.00000,2.32792,0.01636,0.00027,0.55,0.00966,0.27316,0.05641,0.09929,0.35011,0.21136,0.08,0.00000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,calibrated_prototype_system_id,clamp,unknown,suction,peel_then_translate,0.36215,0,0.74000,0,0,1,1,1,0.00270,3.02582,0.01643,0.00027,0.55,0.02938,0.26715,0.05565,0.08854,0.36215,0.19713,0.08,1.00000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,random_forest_probe_classifier,clamp,unknown,suction,peel_then_translate,0.55054,0,0.80000,0,0,1,1,0,0.00000,3.02792,0.01748,0.00031,0.55,0.00033,0.23817,0.04763,0.00706,0.55054,0.15627,0.08,0.55000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,bayesian_fixture_belief,clamp,unknown,suction,peel_then_translate,0.26288,0,0.79000,0,0,1,1,0,0.00045,3.02757,0.01587,0.00025,0.55,0.10221,0.20751,0.11233,0.12197,0.26288,0.19310,0.08,0.55000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,robust_impedance_planner,clamp,unknown,suction,cautious_probe_pull,0.33725,0,0.86000,0,0,1,0,1,0.00000,2.32792,0.01629,0.00027,0.55,0.04179,0.25410,0.06818,0.09722,0.33725,0.20146,0.08,0.45000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,adaptive_probe_then_act,clamp,unknown,suction,cautious_probe_pull,0.35641,0,0.70000,0,0,1,1,0,0.00450,3.02442,0.01640,0.00027,0.55,0.03600,0.31108,0.06779,0.06947,0.35641,0.15925,0.08,0.55000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,particle_filter_fixture,clamp,unknown,suction,peel_then_translate,0.40023,0,0.78000,0,0,1,1,1,0.00090,3.02722,0.01664,0.00028,0.55,0.00404,0.26743,0.03393,0.06410,0.40023,0.23027,0.08,1.00000
0,12014,combined_fixture_stress_0_12014_clamp,combined_fixture_stress,latent_fixture_inference_v5,clamp,unknown,suction,cautious_probe_pull,0.37349,0,0.66000,0,0,1,1,0,0.00630,3.02302,0.02465,0.00061,0.55,0.03234,0.24515,0.05134,0.07034,0.37349,0.22734,0.08,0.55000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,prototype_system_id,hinge,unknown,hinge,pivot_rotate,0.73230,1,0.25000,0,1,0,1,0,0.35775,2.59436,0.61321,0.14960,0.55,0.02367,0.03497,0.73230,0.07802,0.03712,0.09391,0.08,0.55000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,calibrated_prototype_system_id,hinge,unknown,hinge,pivot_rotate,0.75179,1,0.25500,0,1,0,1,1,0.35752,2.59453,0.64335,0.12720,0.55,0.03393,0.03892,0.75179,0.06263,0.03994,0.07278,0.08,1.00000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,random_forest_probe_classifier,hinge,unknown,hinge,pivot_rotate,0.78872,1,0.24690,0,0,1,0,0,0.17531,2.11125,0.66219,0.43850,0.55,0.00402,0.11478,0.78872,0.05718,0.02377,0.01153,0.08,0.00000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,bayesian_fixture_belief,hinge,unknown,hinge,pivot_rotate,0.30853,1,0.29280,1,1,0,0,0,0.79072,1.89585,0.54033,0.21130,0.55,0.11891,0.14659,0.30853,0.15685,0.13087,0.13824,0.08,0.00000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,robust_impedance_planner,hinge,unknown,hinge,pivot_rotate,0.62900,1,0.34478,1,1,0,0,0,0.78552,1.89767,0.63128,0.13595,0.55,0.05290,0.06814,0.62900,0.09275,0.06310,0.09411,0.08,0.00000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,adaptive_probe_then_act,hinge,unknown,hinge,pivot_rotate,0.69639,1,0.20429,1,1,0,0,0,0.79957,1.89276,0.66484,0.11233,0.55,0.04373,0.05540,0.69639,0.06961,0.05052,0.08435,0.08,0.00000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,particle_filter_fixture,hinge,unknown,hinge,pivot_rotate,0.56850,1,0.28000,1,1,0,0,0,0.79200,1.89541,0.56610,0.18827,0.55,0.01516,0.18237,0.56850,0.12069,0.05041,0.06286,0.08,0.00000
0,12015,combined_fixture_stress_0_12015_hinge,combined_fixture_stress,latent_fixture_inference_v5,hinge,unknown,hinge,cautious_probe_pull,0.40539,1,0.18162,0,0,1,1,0,0.02783,2.85096,0.08620,0.00743,0.55,0.04530,0.23454,0.40539,0.15359,0.08321,0.07796,0.08,0.55000
1,12008,combined_fixture_stress_1_12008_slot,combined_fixture_stress,prototype_system_id,slot,unknown,slot,follow_slot_axis,0.75713,1,0.25000,0,1,0,1,0,0.35775,2.75177,0.64578,0.12547,0.55,0.07749,0.01575,0.04805,0.75713,0.04746,0.05412,0.08,0.55000
1,12008,combined_fixture_stress_1_12008_slot,combined_fixture_stress,calibrated_prototype_system_id,slot,unknown,slot,follow_slot_axis,0.76959,1,0.25500,1,1,0,0,0,0.79450,2.05194,0.67486,0.10572,0.55,0.06158,0.03078,0.04506,0.76959,0.04475,0.04824,0.08,0.00000
1,12008,combined_fixture_stress_1_12008_slot,combined_fixture_stress,random_forest_probe_classifier,slot,unknown,slot,follow_slot_axis,0.72380,1,0.25210,1,0,0,0,0,0.79479,2.05184,0.67564,0.10521,0.55,0.04512,0.20561,0.01009,0.72380,0.01056,0.00481,0.08,0.00000
1,12008,combined_fixture_stress_1_12008_slot,combined_fixture_stress,bayesian_fixture_belief,slot,unknown,slot,follow_slot_axis,0.29600,1,0.29280,1,1,0,0,0,0.79072,2.05327,0.56206,0.19179,0.55,0.13450,0.15117,0.14052,0.29600,0.14071,0.13710,0.08,0.00000
1,12008,combined_fixture_stress_1_12008_slot,combined_fixture_stress,robust_impedance_planner,slot,unknown,slot,follow_slot_axis,0.63857,1,0.35909,0,0,1,0,0,0.16409,2.27259,0.65628,0.43070,0.55,0.08356,0.06207,0.07149,0.63857,0.07129,0.07302,0.08,0.00000
1,12008,combined_fixture_stress_1_12008_slot,combined_fixture_stress,adaptive_probe_then_act,slot,unknown,slot,follow_slot_axis,0.70017,1,0.20399,1,1,0,0,0,0.79960,2.05016,0.69318,0.09414,0.55,0.06154,0.05328,0.07258,0.70017,0.05604,0.05639,0.08,0.00000
1,12008,combined_fixture_stress_1_12008_slot,combined_fixture_stress,particle_filter_fixture,slot,unknown,slot,follow_slot_axis,0.55206,1,0.28000,1,0,0,0,0,0.79200,2.05282,0.58938,0.16861,0.55,0.03884,0.30622,0.03570,0.55206,0.03609,0.03109,0.08,0.00000
1,12008,combined_fixture_stress_1_12008_slot,combined_fixture_stress,latent_fixture_inference_v5,slot,unknown,clamp,cautious_probe_pull,0.37932,0,0.66000,0,0,1,0,1,0.00630,2.32512,0.16516,0.02728,0.55,0.05678,0.37932,0.06603,0.37342,0.06674,0.05771,0.08,0.45000
1,12009,combined_fixture_stress_1_12009_suction,combined_fixture_stress,prototype_system_id,suction,suction,suction,peel_then_translate,0.60200,1,0.25000,0,0,1,1,0,0.02475,2.87737,0.57126,0.32633,0.55,0.01283,0.13867,0.03519,0.11198,0.60200,0.09933,0.08,0.55000
1,12009,combined_fixture_stress_1_12009_suction,combined_fixture_stress,calibrated_prototype_system_id,suction,suction,suction,peel_then_translate,0.72370,1,0.25500,0,0,1,0,0,0.05450,2.17755,0.61946,0.38373,0.55,0.01420,0.09676,0.02434,0.07529,0.72370,0.06569,0.08,0.00000
1,12009,combined_fixture_stress_1_12009_suction,combined_fixture_stress,random_forest_probe_classifier,suction,suction,suction,peel_then_translate,0.94015,1,0.23479,1,1,0,0,0,0.67652,1.95984,0.67594,0.10501,0.55,0.00018,0.00956,0.00106,0.00180,0.94015,0.04725,0.08,0.00000
1,12009,combined_fixture_stress_1_12009_suction,combined_fixture_stress,bayesian_fixture_belief,suction,suction,suction,peel_then_translate,0.46060,1,0.29280,0,0,1,0,0,0.05072,2.17887,0.55188,0.30457,0.55,0.09703,0.12355,0.10029,0.10778,0.46060,0.11075,0.08,0.00000
1,12009,combined_fixture_stress_1_12009_suction,combined_fixture_stress,robust_impedance_planner,suction,suction,suction,peel_then_translate,0.60411,1,0.34697,1,1,0,0,0,0.66530,1.96377,0.60801,0.15366,0.55,0.04076,0.11827,0.05146,0.09588,0.60411,0.08952,0.08,0.00000
1,12009,combined_fixture_stress_1_12009_suction,combined_fixture_stress,adaptive_probe_then_act,suction,suction,suction,peel_then_translate,0.69919,1,0.20406,1,1,0,0,0,0.67959,1.95876,0.64716,0.12450,0.55,0.03461,0.08097,0.04030,0.06590,0.69919,0.07903,0.08,0.00000
1,12009,combined_fixture_stress_1_12009_suction,combined_fixture_stress,particle_filter_fixture,suction,suction,suction,peel_then_translate,0.77022,1,0.28000,1,1,0,0,0,0.67200,1.96142,0.58376,0.17326,0.55,0.00500,0.08950,0.01693,0.06159,0.77022,0.05676,0.08,0.00000
1,12009,combined_fixture_stress_1_12009_suction,combined_fixture_stress,latent_fixture_inference_v5,suction,suction,suction,peel_then_translate,0.72881,1,0.15898,1,1,0,0,0,0.68410,1.95719,0.67476,0.10578,0.55,0.03093,0.08382,0.03738,0.05920,0.72881,0.05986,0.08,0.00000
1,12010,combined_fixture_stress_1_12010_tether,combined_fixture_stress,prototype_system_id,tether,tether,tether,unwind_tether,0.37672,1,0.25000,0,1,0,1,0,0.30375,2.59157,0.51419,0.23601,0.55,0.03541,0.09188,0.21532,0.17290,0.10778,0.37672,0.08,0.55000
1,12010,combined_fixture_stress_1_12010_tether,combined_fixture_stress,calibrated_prototype_system_id,tether,tether,tether,unwind_tether,0.48794,1,0.25500,1,1,0,0,0,0.67450,1.89174,0.55800,0.19536,0.55,0.02665,0.06810,0.19070,0.14479,0.08182,0.48794,0.08,0.00000
1,12010,combined_fixture_stress_1_12010_tether,combined_fixture_stress,random_forest_probe_classifier,tether,tether,tether,unwind_tether,0.55208,1,0.26583,1,1,0,0,0,0.67342,1.89212,0.57561,0.18011,0.55,0.00135,0.07194,0.24073,0.12371,0.01019,0.55208,0.08,0.00000
1,12010,combined_fixture_stress_1_12010_tether,combined_fixture_stress,bayesian_fixture_belief,tether,tether,tether,unwind_tether,0.32729,1,0.29280,1,1,0,0,0,0.67072,1.89307,0.51138,0.23875,0.55,0.10050,0.14581,0.15187,0.15424,0.12029,0.32729,0.08,0.00000
1,12010,combined_fixture_stress_1_12010_tether,combined_fixture_stress,robust_impedance_planner,tether,tether,tether,cautious_probe_pull,0.38918,1,0.34071,1,1,0,0,0,0.66593,1.89474,0.18709,0.66083,0.55,0.05290,0.10261,0.19138,0.16084,0.10308,0.38918,0.08,0.00000
1,12010,combined_fixture_stress_1_12010_tether,combined_fixture_stress,adaptive_probe_then_act,tether,tether,tether,unwind_tether,0.43196,1,0.22544,1,1,0,0,0,0.67746,1.89071,0.57207,0.18313,0.55,0.04142,0.07557,0.18249,0.19546,0.07310,0.43196,0.08,0.00000
1,12010,combined_fixture_stress_1_12010_tether,combined_fixture_stress,particle_filter_fixture,tether,tether,tether,unwind_tether,0.42665,1,0.28000,1,1,0,0,0,0.67200,1.89262,0.50695,0.24310,0.55,0.01846,0.15500,0.16763,0.15736,0.07490,0.42665,0.08,0.00000
1,12010,combined_fixture_stress_1_12010_tether,combined_fixture_stress,latent_fixture_inference_v5,tether,tether,tether,cautious_probe_pull,0.40837,1,0.18141,0,0,1,1,0,0.02784,2.80617,0.21983,0.04832,0.55,0.03858,0.18068,0.14321,0.15129,0.07788,0.40837,0.08,0.55000
1,12011,combined_fixture_stress_1_12011_free,combined_fixture_stress,prototype_system_id,free,unknown,free,direct_translate,0.47514,1,0.25000,1,1,0,0,0,0.79500,2.04528,0.65931,0.11607,0.55,0.47514,0.01951,0.22883,0.12761,0.04048,0.10843,0.08,0.00000
1,12011,combined_fixture_stress_1_12011_free,combined_fixture_stress,calibrated_prototype_system_id,free,unknown,free,direct_translate,0.51081,1,0.25500,0,1,0,0,1,0.35752,2.04546,0.69163,0.09509,0.55,0.51081,0.03335,0.20835,0.10966,0.04446,0.09337,0.08,0.45000
1,12011,combined_fixture_stress_1_12011_free,combined_fixture_stress,random_forest_probe_classifier,free,unknown,free,direct_translate,0.37061,1,0.28035,0,1,0,0,1,0.35638,2.04634,0.66214,0.11415,0.55,0.37061,0.04106,0.25834,0.22840,0.03096,0.07064,0.08,0.45000
1,12011,combined_fixture_stress_1_12011_free,combined_fixture_stress,bayesian_fixture_belief,free,unknown,free,direct_translate,0.21550,1,0.29280,1,1,0,0,0,0.79072,2.04678,0.60871,0.15311,0.55,0.21550,0.12376,0.19133,0.18833,0.13087,0.15020,0.08,0.00000
